key_0,actual,predicted,age,income,membership_duration,amount_spent,offer,difficulty,duration,reward,web,email,social,mobile,offer_type = _bogo,offer_type = _discount,offer_type = _informational,gender = _F,gender = _M,gender = _O
12846,0.0,0.0,92,43000.0,367,3.75,10,10,7,2,1,1,0,1,0,1,0,1,0,0
3697,1.0,1.0,58,95000.0,890,20.67,9,5,5,5,1,1,1,1,1,0,0,1,0,0
15847,0.0,0.0,27,73000.0,216,1.01,9,5,5,5,1,1,1,1,1,0,0,0,1,0
6595,1.0,1.0,66,59000.0,94,13.25,3,0,4,0,1,1,0,1,0,0,1,1,0,0
11271,0.0,0.0,64,98000.0,27,22.96,6,7,7,3,1,1,1,1,0,1,0,0,1,0
966,1.0,0.0,25,68000.0,1003,2.98,3,0,4,0,1,1,0,1,0,0,1,0,1,0
3427,1.0,1.0,69,33000.0,107,2.46,8,0,3,0,0,1,1,1,0,0,1,0,1,0
13175,1.0,1.0,43,56000.0,588,8.76,9,5,5,5,1,1,1,1,1,0,0,0,1,0
7655,0.0,0.0,82,73000.0,342,2.31,4,5,7,5,1,1,0,1,1,0,0,1,0,0
16891,0.0,0.0,69,88000.0,251,22.26,2,10,5,10,1,1,1,1,1,0,0,1,0,0
7667,0.0,1.0,47,39000.0,301,5.78,3,0,4,0,1,1,0,1,0,0,1,1,0,0
8646,1.0,1.0,38,52000.0,517,19.26,8,0,3,0,0,1,1,1,0,0,1,0,1,0
10138,0.0,0.0,48,96000.0,173,21.2,5,20,10,5,1,1,0,0,0,1,0,1,0,0
11012,0.0,0.0,43,38000.0,1707,85.85,5,20,10,5,1,1,0,0,0,1,0,1,0,0
20216,1.0,1.0,67,54000.0,687,10.96,10,10,7,2,1,1,0,1,0,1,0,1,0,0
13606,0.0,1.0,75,95000.0,446,19.79,2,10,5,10,1,1,1,1,1,0,0,1,0,0
15046,1.0,0.0,64,100000.0,118,23.91,1,10,7,10,0,1,1,1,1,0,0,1,0,0
1150,1.0,0.0,53,95000.0,190,23.63,1,10,7,10,0,1,1,1,1,0,0,1,0,0
20837,1.0,1.0,48,64000.0,807,19.16,2,10,5,10,1,1,1,1,1,0,0,0,1,0
8292,0.0,0.0,70,67000.0,341,5.99,10,10,7,2,1,1,0,1,0,1,0,0,1,0
5118,0.0,0.0,74,58000.0,152,14.66,5,20,10,5,1,1,0,0,0,1,0,1,0,0
14310,1.0,1.0,66,96000.0,438,27.18,10,10,7,2,1,1,0,1,0,1,0,1,0,0
8513,0.0,0.0,45,35000.0,1245,1.14,6,7,7,3,1,1,1,1,0,1,0,1,0,0
13842,0.0,0.0,65,73000.0,213,2.17,7,10,10,2,1,1,1,1,0,1,0,0,1,0
13284,1.0,0.0,80,81000.0,233,25.85,5,20,10,5,1,1,0,0,0,1,0,0,1,0
6443,1.0,1.0,58,86000.0,619,24.96,9,5,5,5,1,1,1,1,1,0,0,0,1,0
5045,0.0,0.0,64,117000.0,355,18.3,4,5,7,5,1,1,0,1,1,0,0,0,1,0
10351,1.0,1.0,66,49000.0,363,2.93,8,0,3,0,0,1,1,1,0,0,1,0,1,0
5369,1.0,1.0,58,100000.0,435,23.79,6,7,7,3,1,1,1,1,0,1,0,1,0,0
4204,0.0,1.0,56,110000.0,305,24.81,6,7,7,3,1,1,1,1,0,1,0,1,0,0
17061,0.0,1.0,63,86000.0,368,39.27,2,10,5,10,1,1,1,1,1,0,0,1,0,0
6610,0.0,0.0,47,74000.0,154,2.44,2,10,5,10,1,1,1,1,1,0,0,0,1,0
18189,0.0,0.0,71,78000.0,430,16.4,1,10,7,10,0,1,1,1,1,0,0,0,1,0
16905,0.0,0.0,42,54000.0,386,1.44,5,20,10,5,1,1,0,0,0,1,0,0,1,0
13773,0.0,0.0,61,57000.0,1528,3.98,2,10,5,10,1,1,1,1,1,0,0,0,1,0
16594,1.0,1.0,69,95000.0,572,13.37,7,10,10,2,1,1,1,1,0,1,0,0,1,0
10976,1.0,1.0,77,63000.0,167,30.2,7,10,10,2,1,1,1,1,0,1,0,0,0,1
3128,1.0,1.0,53,74000.0,1000,14.54,6,7,7,3,1,1,1,1,0,1,0,0,1,0
3339,1.0,1.0,51,54000.0,65,13.58,8,0,3,0,0,1,1,1,0,0,1,1,0,0
13303,0.0,1.0,72,57000.0,1552,16.76,9,5,5,5,1,1,1,1,1,0,0,1,0,0
4501,0.0,0.0,57,83000.0,160,19.51,1,10,7,10,0,1,1,1,1,0,0,0,1,0
17693,0.0,0.0,63,51000.0,287,10.23,9,5,5,5,1,1,1,1,1,0,0,0,1,0
7083,1.0,0.0,59,97000.0,116,22.64,7,10,10,2,1,1,1,1,0,1,0,1,0,0
1728,0.0,0.0,63,81000.0,115,21.1,5,20,10,5,1,1,0,0,0,1,0,1,0,0
2641,1.0,1.0,51,59000.0,719,16.14,6,7,7,3,1,1,1,1,0,1,0,1,0,0
18019,0.0,0.0,21,39000.0,120,1.36,2,10,5,10,1,1,1,1,1,0,0,1,0,0
4722,0.0,0.0,54,57000.0,474,2.78,1,10,7,10,0,1,1,1,1,0,0,0,1,0
5431,1.0,1.0,21,42000.0,192,16.76,9,5,5,5,1,1,1,1,1,0,0,1,0,0
10579,1.0,0.0,96,55000.0,139,17.26,2,10,5,10,1,1,1,1,1,0,0,1,0,0
19211,0.0,0.0,75,58000.0,231,0.08,10,10,7,2,1,1,0,1,0,1,0,0,1,0
18863,0.0,0.0,67,39000.0,196,6.48,1,10,7,10,0,1,1,1,1,0,0,0,1,0
20810,0.0,0.0,33,57000.0,163,1.99,2,10,5,10,1,1,1,1,1,0,0,0,1,0
8576,1.0,1.0,62,83000.0,1247,13.03,6,7,7,3,1,1,1,1,0,1,0,0,1,0
17807,1.0,1.0,58,70000.0,558,19.09,9,5,5,5,1,1,1,1,1,0,0,0,1,0
1416,1.0,1.0,54,53000.0,792,16.92,3,0,4,0,1,1,0,1,0,0,1,1,0,0
19038,0.0,0.0,68,63000.0,76,22.34,4,5,7,5,1,1,0,1,1,0,0,0,1,0
15474,0.0,0.0,52,45000.0,112,7.66,7,10,10,2,1,1,1,1,0,1,0,0,1,0
11698,0.0,0.0,44,69000.0,274,18.78,10,10,7,2,1,1,0,1,0,1,0,0,1,0
2088,0.0,0.0,35,58000.0,1259,2.17,9,5,5,5,1,1,1,1,1,0,0,1,0,0
5985,0.0,0.0,57,110000.0,670,27.39,4,5,7,5,1,1,0,1,1,0,0,1,0,0
3933,0.0,0.0,76,46000.0,303,2.27,5,20,10,5,1,1,0,0,0,1,0,0,1,0
16181,0.0,0.0,49,43000.0,1152,2.84,4,5,7,5,1,1,0,1,1,0,0,0,1,0
15790,1.0,1.0,52,85000.0,1001,22.86,6,7,7,3,1,1,1,1,0,1,0,1,0,0
4846,1.0,1.0,61,59000.0,64,1.06,8,0,3,0,0,1,1,1,0,0,1,0,1,0
15235,1.0,1.0,65,73000.0,355,19.73,3,0,4,0,1,1,0,1,0,0,1,1,0,0
20689,0.0,0.0,42,33000.0,272,0.17,5,20,10,5,1,1,0,0,0,1,0,0,1,0
14025,0.0,0.0,40,32000.0,55,15.71,1,10,7,10,0,1,1,1,1,0,0,0,1,0
19970,1.0,1.0,73,58000.0,1000,25.36,6,7,7,3,1,1,1,1,0,1,0,1,0,0
15777,1.0,0.0,47,70000.0,361,17.39,9,5,5,5,1,1,1,1,1,0,0,1,0,0
13096,0.0,0.0,64,45000.0,214,6.5,7,10,10,2,1,1,1,1,0,1,0,1,0,0
1699,1.0,1.0,77,87000.0,925,23.05,6,7,7,3,1,1,1,1,0,1,0,1,0,0
793,0.0,0.0,83,114000.0,492,36.12,4,5,7,5,1,1,0,1,1,0,0,1,0,0
12333,0.0,0.0,94,49000.0,168,8.42,7,10,10,2,1,1,1,1,0,1,0,1,0,0
8530,0.0,0.0,73,43000.0,218,3.81,1,10,7,10,0,1,1,1,1,0,0,1,0,0
6444,0.0,0.0,60,45000.0,585,3.15,2,10,5,10,1,1,1,1,1,0,0,0,1,0
8357,0.0,0.0,81,53000.0,1028,3.29,9,5,5,5,1,1,1,1,1,0,0,1,0,0
3249,0.0,0.0,59,73000.0,9,1.48,5,20,10,5,1,1,0,0,0,1,0,0,1,0
13247,1.0,1.0,58,62000.0,1023,14.67,2,10,5,10,1,1,1,1,1,0,0,1,0,0
14738,0.0,1.0,39,32000.0,590,8.28,3,0,4,0,1,1,0,1,0,0,1,1,0,0
384,0.0,0.0,20,70000.0,870,4.57,10,10,7,2,1,1,0,1,0,1,0,0,1,0
8295,0.0,0.0,75,49000.0,221,1.63,7,10,10,2,1,1,1,1,0,1,0,0,1,0
15222,0.0,1.0,50,51000.0,1033,5.58,3,0,4,0,1,1,0,1,0,0,1,0,1,0
5473,0.0,1.0,39,50000.0,305,5.32,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8181,0.0,0.0,67,39000.0,271,3.81,7,10,10,2,1,1,1,1,0,1,0,0,1,0
18243,0.0,0.0,67,88000.0,931,36.92,4,5,7,5,1,1,0,1,1,0,0,1,0,0
19429,0.0,0.0,39,92000.0,233,26.67,5,20,10,5,1,1,0,0,0,1,0,0,1,0
18569,1.0,1.0,28,39000.0,291,16.33,6,7,7,3,1,1,1,1,0,1,0,0,1,0
18205,0.0,0.0,48,41000.0,289,0.97,1,10,7,10,0,1,1,1,1,0,0,0,1,0
13274,0.0,0.0,68,34000.0,80,0.79,5,20,10,5,1,1,0,0,0,1,0,0,1,0
18746,0.0,0.0,50,74000.0,1157,10.96,9,5,5,5,1,1,1,1,1,0,0,0,1,0
17961,0.0,0.0,39,32000.0,253,1.48,10,10,7,2,1,1,0,1,0,1,0,0,1,0
4403,0.0,0.0,36,40000.0,204,6.18,1,10,7,10,0,1,1,1,1,0,0,1,0,0
9173,0.0,0.0,82,31000.0,52,0.8200000000000001,2,10,5,10,1,1,1,1,1,0,0,0,1,0
16017,0.0,0.0,45,48000.0,130,2.36,6,7,7,3,1,1,1,1,0,1,0,1,0,0
11831,0.0,0.0,65,73000.0,255,9.03,4,5,7,5,1,1,0,1,1,0,0,1,0,0
19462,0.0,0.0,40,57000.0,138,1.46,1,10,7,10,0,1,1,1,1,0,0,0,1,0
4172,0.0,0.0,74,67000.0,236,3.51,5,20,10,5,1,1,0,0,0,1,0,0,1,0
6900,0.0,0.0,65,90000.0,163,22.49,1,10,7,10,0,1,1,1,1,0,0,0,1,0
2137,0.0,0.0,31,33000.0,265,0.88,6,7,7,3,1,1,1,1,0,1,0,0,1,0
20274,0.0,0.0,27,39000.0,236,0.7000000000000001,6,7,7,3,1,1,1,1,0,1,0,0,1,0
4835,1.0,1.0,89,84000.0,1025,16.94,1,10,7,10,0,1,1,1,1,0,0,0,1,0
16542,0.0,0.0,50,118000.0,233,21.11,5,20,10,5,1,1,0,0,0,1,0,1,0,0
18711,0.0,0.0,59,57000.0,250,1.47,2,10,5,10,1,1,1,1,1,0,0,1,0,0
17777,0.0,0.0,65,60000.0,224,6.17,10,10,7,2,1,1,0,1,0,1,0,0,1,0
16288,0.0,0.0,57,88000.0,143,22.92,7,10,10,2,1,1,1,1,0,1,0,0,1,0
20163,0.0,0.0,31,55000.0,723,0.78,4,5,7,5,1,1,0,1,1,0,0,0,1,0
14091,0.0,1.0,37,37000.0,929,9.43,4,5,7,5,1,1,0,1,1,0,0,1,0,0
15673,0.0,0.0,57,83000.0,935,19.04,4,5,7,5,1,1,0,1,1,0,0,0,1,0
6755,0.0,0.0,51,65000.0,26,1.33,10,10,7,2,1,1,0,1,0,1,0,0,1,0
8914,0.0,0.0,67,68000.0,1237,6.23,1,10,7,10,0,1,1,1,1,0,0,0,1,0
8456,0.0,0.0,57,50000.0,247,6.45,1,10,7,10,0,1,1,1,1,0,0,1,0,0
5606,1.0,1.0,73,78000.0,668,27.41,3,0,4,0,1,1,0,1,0,0,1,0,1,0
4900,1.0,1.0,48,59000.0,357,22.47,7,10,10,2,1,1,1,1,0,1,0,0,1,0
13505,0.0,0.0,32,70000.0,10,2.62,5,20,10,5,1,1,0,0,0,1,0,0,1,0
20509,1.0,0.0,60,73000.0,546,20.95,5,20,10,5,1,1,0,0,0,1,0,1,0,0
14672,0.0,0.0,70,47000.0,260,4.54,6,7,7,3,1,1,1,1,0,1,0,0,1,0
5488,1.0,1.0,42,44000.0,1086,6.1,8,0,3,0,0,1,1,1,0,0,1,0,1,0
16465,1.0,1.0,95,55000.0,215,1.57,8,0,3,0,0,1,1,1,0,0,1,1,0,0
11242,1.0,1.0,82,40000.0,436,13.08,9,5,5,5,1,1,1,1,1,0,0,1,0,0
12845,0.0,0.0,92,43000.0,367,3.75,10,10,7,2,1,1,0,1,0,1,0,1,0,0
12829,1.0,1.0,54,56000.0,148,12.88,3,0,4,0,1,1,0,1,0,0,1,0,1,0
8862,0.0,0.0,88,33000.0,219,1.51,1,10,7,10,0,1,1,1,1,0,0,0,1,0
6069,1.0,1.0,89,119000.0,907,32.8,9,5,5,5,1,1,1,1,1,0,0,0,1,0
4510,0.0,0.0,51,75000.0,541,26.41,5,20,10,5,1,1,0,0,0,1,0,0,1,0
3623,0.0,0.0,60,46000.0,221,7.27,9,5,5,5,1,1,1,1,1,0,0,0,1,0
17106,0.0,0.0,43,63000.0,234,0.73,6,7,7,3,1,1,1,1,0,1,0,0,1,0
4864,0.0,0.0,58,36000.0,80,2.01,2,10,5,10,1,1,1,1,1,0,0,0,1,0
3344,0.0,1.0,79,114000.0,1060,33.93,9,5,5,5,1,1,1,1,1,0,0,0,1,0
13515,0.0,0.0,68,33000.0,123,2.23,7,10,10,2,1,1,1,1,0,1,0,0,0,1
12022,0.0,0.0,35,38000.0,135,0.76,2,10,5,10,1,1,1,1,1,0,0,0,1,0
4106,0.0,0.0,66,31000.0,720,11.06,5,20,10,5,1,1,0,0,0,1,0,0,1,0
10964,0.0,1.0,68,99000.0,502,33.34,4,5,7,5,1,1,0,1,1,0,0,0,1,0
17574,1.0,0.0,75,75000.0,215,20.85,2,10,5,10,1,1,1,1,1,0,0,0,1,0
7435,0.0,0.0,72,61000.0,300,1.47,6,7,7,3,1,1,1,1,0,1,0,0,1,0
711,0.0,0.0,66,112000.0,279,25.58,5,20,10,5,1,1,0,0,0,1,0,1,0,0
12024,0.0,0.0,35,38000.0,135,0.76,5,20,10,5,1,1,0,0,0,1,0,0,1,0
6600,1.0,1.0,58,60000.0,862,7.05,8,0,3,0,0,1,1,1,0,0,1,0,1,0
11205,0.0,0.0,37,56000.0,252,2.45,2,10,5,10,1,1,1,1,1,0,0,0,1,0
4694,0.0,0.0,51,43000.0,170,1.99,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8069,0.0,0.0,48,36000.0,42,2.29,1,10,7,10,0,1,1,1,1,0,0,0,1,0
6669,1.0,1.0,46,31000.0,838,4.35,3,0,4,0,1,1,0,1,0,0,1,0,1,0
5645,0.0,1.0,51,81000.0,1121,19.41,9,5,5,5,1,1,1,1,1,0,0,1,0,0
11153,0.0,0.0,22,68000.0,41,6.91,1,10,7,10,0,1,1,1,1,0,0,0,1,0
18771,0.0,0.0,51,34000.0,6,0.6900000000000001,9,5,5,5,1,1,1,1,1,0,0,1,0,0
17954,0.0,0.0,45,50000.0,855,10.73,10,10,7,2,1,1,0,1,0,1,0,0,1,0
5071,1.0,1.0,37,60000.0,722,15.68,6,7,7,3,1,1,1,1,0,1,0,0,1,0
20614,1.0,1.0,39,55000.0,1091,23.78,1,10,7,10,0,1,1,1,1,0,0,1,0,0
7244,0.0,0.0,62,104000.0,268,24.94,2,10,5,10,1,1,1,1,1,0,0,1,0,0
11837,1.0,1.0,66,90000.0,396,26.15,9,5,5,5,1,1,1,1,1,0,0,1,0,0
3337,0.0,0.0,51,54000.0,65,13.58,5,20,10,5,1,1,0,0,0,1,0,1,0,0
20788,0.0,0.0,30,37000.0,218,5.02,1,10,7,10,0,1,1,1,1,0,0,1,0,0
6892,1.0,0.0,66,70000.0,221,11.07,10,10,7,2,1,1,0,1,0,1,0,0,1,0
8555,0.0,1.0,71,105000.0,421,28.23,1,10,7,10,0,1,1,1,1,0,0,1,0,0
2459,0.0,0.0,26,46000.0,344,1.2,5,20,10,5,1,1,0,0,0,1,0,0,1,0
16589,1.0,1.0,26,46000.0,295,1.01,8,0,3,0,0,1,1,1,0,0,1,0,1,0
9481,0.0,0.0,32,48000.0,21,10.72,10,10,7,2,1,1,0,1,0,1,0,1,0,0
5815,0.0,0.0,87,38000.0,1791,2.43,1,10,7,10,0,1,1,1,1,0,0,0,1,0
1281,0.0,0.0,39,64000.0,66,2.28,9,5,5,5,1,1,1,1,1,0,0,0,1,0
6190,1.0,1.0,52,85000.0,1060,21.24,2,10,5,10,1,1,1,1,1,0,0,0,1,0
17142,0.0,0.0,72,108000.0,405,27.99,5,20,10,5,1,1,0,0,0,1,0,1,0,0
13619,0.0,0.0,27,66000.0,42,2.2,2,10,5,10,1,1,1,1,1,0,0,0,1,0
19564,0.0,0.0,81,65000.0,57,3.25,5,20,10,5,1,1,0,0,0,1,0,0,1,0
17801,1.0,1.0,63,83000.0,116,24.77,7,10,10,2,1,1,1,1,0,1,0,0,1,0
3782,0.0,0.0,73,48000.0,258,3.38,1,10,7,10,0,1,1,1,1,0,0,1,0,0
13760,0.0,0.0,61,58000.0,293,4.64,10,10,7,2,1,1,0,1,0,1,0,0,1,0
19489,1.0,1.0,54,58000.0,1223,7.82,3,0,4,0,1,1,0,1,0,0,1,0,1,0
13794,0.0,0.0,66,42000.0,732,5.27,5,20,10,5,1,1,0,0,0,1,0,1,0,0
5824,1.0,1.0,67,94000.0,968,24.28,4,5,7,5,1,1,0,1,1,0,0,1,0,0
12714,1.0,1.0,57,74000.0,1636,27.88,2,10,5,10,1,1,1,1,1,0,0,0,1,0
12524,1.0,1.0,64,69000.0,781,14.79,8,0,3,0,0,1,1,1,0,0,1,1,0,0
12010,1.0,1.0,51,99000.0,856,44.14,6,7,7,3,1,1,1,1,0,1,0,1,0,0
6161,0.0,0.0,19,62000.0,726,3.97,5,20,10,5,1,1,0,0,0,1,0,1,0,0
12197,1.0,1.0,83,82000.0,217,18.82,6,7,7,3,1,1,1,1,0,1,0,1,0,0
10786,0.0,1.0,38,64000.0,662,5.1,9,5,5,5,1,1,1,1,1,0,0,0,1,0
8589,0.0,0.0,47,33000.0,44,1.4,9,5,5,5,1,1,1,1,1,0,0,0,1,0
18389,0.0,0.0,62,35000.0,39,6.93,1,10,7,10,0,1,1,1,1,0,0,1,0,0
17707,0.0,0.0,51,50000.0,94,6.78,4,5,7,5,1,1,0,1,1,0,0,1,0,0
8928,0.0,1.0,45,69000.0,536,25.37,9,5,5,5,1,1,1,1,1,0,0,0,1,0
15078,1.0,1.0,56,88000.0,853,29.88,10,10,7,2,1,1,0,1,0,1,0,0,1,0
12134,0.0,0.0,46,51000.0,270,1.27,3,0,4,0,1,1,0,1,0,0,1,1,0,0
6038,0.0,0.0,60,52000.0,761,2.16,2,10,5,10,1,1,1,1,1,0,0,0,1,0
5576,0.0,0.0,78,93000.0,938,43.47,4,5,7,5,1,1,0,1,1,0,0,0,1,0
11864,0.0,0.0,46,38000.0,133,2.13,2,10,5,10,1,1,1,1,1,0,0,0,1,0
13824,0.0,0.0,27,47000.0,236,1.25,7,10,10,2,1,1,1,1,0,1,0,0,1,0
16599,1.0,1.0,47,61000.0,1190,2.21,8,0,3,0,0,1,1,1,0,0,1,1,0,0
9536,0.0,0.0,51,42000.0,187,5.58,5,20,10,5,1,1,0,0,0,1,0,1,0,0
3231,1.0,1.0,59,81000.0,795,16.28,6,7,7,3,1,1,1,1,0,1,0,1,0,0
11000,1.0,1.0,69,79000.0,391,12.46,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8054,0.0,0.0,26,56000.0,290,3.17,7,10,10,2,1,1,1,1,0,1,0,0,1,0
10277,1.0,1.0,92,77000.0,1334,23.8,9,5,5,5,1,1,1,1,1,0,0,1,0,0
15594,0.0,0.0,22,56000.0,79,3.2,5,20,10,5,1,1,0,0,0,1,0,0,1,0
6889,0.0,0.0,22,60000.0,1435,0.66,6,7,7,3,1,1,1,1,0,1,0,0,1,0
15206,0.0,0.0,47,59000.0,306,8.03,9,5,5,5,1,1,1,1,1,0,0,0,1,0
12674,1.0,1.0,64,92000.0,149,23.3,8,0,3,0,0,1,1,1,0,0,1,1,0,0
16441,0.0,0.0,42,69000.0,264,0.76,5,20,10,5,1,1,0,0,0,1,0,0,1,0
4429,0.0,0.0,41,42000.0,360,6.39,5,20,10,5,1,1,0,0,0,1,0,0,1,0
8639,0.0,0.0,35,53000.0,861,5.12,5,20,10,5,1,1,0,0,0,1,0,0,1,0
2403,0.0,0.0,52,40000.0,12,0.17,1,10,7,10,0,1,1,1,1,0,0,0,1,0
17908,1.0,1.0,55,99000.0,462,29.97,2,10,5,10,1,1,1,1,1,0,0,1,0,0
18462,0.0,0.0,30,61000.0,148,3.92,5,20,10,5,1,1,0,0,0,1,0,0,1,0
12979,0.0,0.0,28,42000.0,161,3.94,1,10,7,10,0,1,1,1,1,0,0,0,1,0
16934,1.0,1.0,61,60000.0,118,17.54,7,10,10,2,1,1,1,1,0,1,0,0,1,0
6203,0.0,0.0,22,53000.0,218,4.35,9,5,5,5,1,1,1,1,1,0,0,0,1,0
16287,0.0,0.0,57,88000.0,143,22.92,6,7,7,3,1,1,1,1,0,1,0,0,1,0
1183,0.0,0.0,50,92000.0,588,19.39,5,20,10,5,1,1,0,0,0,1,0,1,0,0
19638,0.0,0.0,61,57000.0,208,1.65,5,20,10,5,1,1,0,0,0,1,0,0,1,0
13994,0.0,0.0,74,73000.0,36,3.68,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8830,0.0,0.0,88,37000.0,348,12.8,2,10,5,10,1,1,1,1,1,0,0,0,1,0
7026,0.0,1.0,47,46000.0,301,8.11,6,7,7,3,1,1,1,1,0,1,0,0,1,0
20763,1.0,0.0,61,41000.0,827,13.6,2,10,5,10,1,1,1,1,1,0,0,0,1,0
2578,0.0,0.0,21,43000.0,80,2.02,3,0,4,0,1,1,0,1,0,0,1,0,1,0
1714,0.0,0.0,31,44000.0,189,2.51,2,10,5,10,1,1,1,1,1,0,0,0,1,0
9739,0.0,0.0,19,34000.0,268,0.22,9,5,5,5,1,1,1,1,1,0,0,0,1,0
11792,1.0,1.0,59,71000.0,196,20.68,7,10,10,2,1,1,1,1,0,1,0,0,1,0
573,1.0,0.0,63,78000.0,0,20.86,1,10,7,10,0,1,1,1,1,0,0,0,1,0
15510,1.0,1.0,62,56000.0,866,12.03,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8747,0.0,0.0,42,48000.0,829,6.68,4,5,7,5,1,1,0,1,1,0,0,0,1,0
8215,0.0,0.0,33,40000.0,54,7.86,2,10,5,10,1,1,1,1,1,0,0,1,0,0
12207,0.0,0.0,40,64000.0,75,0.6900000000000001,4,5,7,5,1,1,0,1,1,0,0,0,1,0
12468,0.0,0.0,52,105000.0,217,23.05,5,20,10,5,1,1,0,0,0,1,0,1,0,0
10157,1.0,1.0,44,60000.0,1410,3.11,8,0,3,0,0,1,1,1,0,0,1,0,1,0
466,0.0,1.0,67,56000.0,933,13.19,1,10,7,10,0,1,1,1,1,0,0,0,1,0
19780,0.0,0.0,25,47000.0,87,0.6900000000000001,7,10,10,2,1,1,1,1,0,1,0,1,0,0
8369,0.0,0.0,49,61000.0,112,15.79,6,7,7,3,1,1,1,1,0,1,0,0,1,0
11491,0.0,0.0,55,74000.0,138,5.91,4,5,7,5,1,1,0,1,1,0,0,0,1,0
6490,0.0,0.0,19,65000.0,200,1.24,2,10,5,10,1,1,1,1,1,0,0,0,1,0
11373,0.0,0.0,52,80000.0,891,19.11,5,20,10,5,1,1,0,0,0,1,0,1,0,0
12252,0.0,0.0,28,64000.0,295,2.65,9,5,5,5,1,1,1,1,1,0,0,0,1,0
12624,0.0,0.0,57,55000.0,184,2.27,5,20,10,5,1,1,0,0,0,1,0,0,1,0
142,0.0,0.0,43,70000.0,314,2.03,6,7,7,3,1,1,1,1,0,1,0,0,1,0
10699,0.0,0.0,39,74000.0,264,5.79,5,20,10,5,1,1,0,0,0,1,0,0,1,0
18210,1.0,1.0,67,80000.0,226,29.28,8,0,3,0,0,1,1,1,0,0,1,0,1,0
11495,0.0,0.0,51,97000.0,289,11.08,10,10,7,2,1,1,0,1,0,1,0,1,0,0
1521,0.0,0.0,26,55000.0,166,8.71,6,7,7,3,1,1,1,1,0,1,0,1,0,0
17599,1.0,1.0,49,95000.0,562,29.62,3,0,4,0,1,1,0,1,0,0,1,0,0,1
12259,0.0,0.0,66,69000.0,299,2.65,10,10,7,2,1,1,0,1,0,1,0,0,1,0
2588,0.0,0.0,22,67000.0,348,8.66,7,10,10,2,1,1,1,1,0,1,0,1,0,0
15261,0.0,0.0,30,31000.0,362,1.89,6,7,7,3,1,1,1,1,0,1,0,0,1,0
9990,0.0,0.0,27,36000.0,301,6.98,2,10,5,10,1,1,1,1,1,0,0,1,0,0
433,0.0,0.0,49,39000.0,245,2.02,7,10,10,2,1,1,1,1,0,1,0,0,1,0
16931,0.0,0.0,39,56000.0,1210,1.77,10,10,7,2,1,1,0,1,0,1,0,0,1,0
20238,0.0,0.0,23,45000.0,125,1.81,1,10,7,10,0,1,1,1,1,0,0,0,1,0
2080,0.0,0.0,54,39000.0,270,3.45,2,10,5,10,1,1,1,1,1,0,0,0,1,0
16999,0.0,0.0,46,62000.0,341,2.37,3,0,4,0,1,1,0,1,0,0,1,0,1,0
4473,1.0,1.0,56,55000.0,609,11.66,2,10,5,10,1,1,1,1,1,0,0,0,1,0
1685,0.0,0.0,19,59000.0,86,6.15,2,10,5,10,1,1,1,1,1,0,0,0,1,0
10467,0.0,0.0,36,40000.0,1816,0.88,5,20,10,5,1,1,0,0,0,1,0,0,1,0
17186,0.0,0.0,22,66000.0,337,1.84,2,10,5,10,1,1,1,1,1,0,0,0,1,0
5506,0.0,1.0,78,64000.0,1654,5.72,4,5,7,5,1,1,0,1,1,0,0,0,1,0
9256,0.0,0.0,74,46000.0,202,4.12,7,10,10,2,1,1,1,1,0,1,0,0,1,0
385,0.0,0.0,43,42000.0,387,5.41,5,20,10,5,1,1,0,0,0,1,0,0,1,0
16692,1.0,1.0,80,98000.0,983,23.9,1,10,7,10,0,1,1,1,1,0,0,1,0,0
18759,0.0,1.0,50,75000.0,1010,20.71,6,7,7,3,1,1,1,1,0,1,0,1,0,0
135,0.0,0.0,26,71000.0,227,1.02,1,10,7,10,0,1,1,1,1,0,0,0,1,0
6570,1.0,0.0,34,68000.0,224,6.57,9,5,5,5,1,1,1,1,1,0,0,0,1,0
911,1.0,1.0,72,49000.0,341,1.07,8,0,3,0,0,1,1,1,0,0,1,0,1,0
3455,1.0,1.0,54,99000.0,847,43.21,7,10,10,2,1,1,1,1,0,1,0,0,1,0
13973,0.0,0.0,19,65000.0,716,5.33,5,20,10,5,1,1,0,0,0,1,0,1,0,0
7925,0.0,0.0,70,108000.0,1061,31.99,10,10,7,2,1,1,0,1,0,1,0,1,0,0
4838,1.0,1.0,38,51000.0,840,11.74,7,10,10,2,1,1,1,1,0,1,0,0,1,0
11704,0.0,0.0,59,80000.0,909,15.67,4,5,7,5,1,1,0,1,1,0,0,1,0,0
10575,1.0,0.0,24,41000.0,76,0.29,3,0,4,0,1,1,0,1,0,0,1,0,1,0
6058,0.0,0.0,67,56000.0,280,15.18,2,10,5,10,1,1,1,1,1,0,0,1,0,0
2223,0.0,0.0,27,37000.0,361,4.08,10,10,7,2,1,1,0,1,0,1,0,0,1,0
1941,0.0,0.0,28,57000.0,12,3.67,4,5,7,5,1,1,0,1,1,0,0,1,0,0
19912,0.0,0.0,47,62000.0,215,3.83,6,7,7,3,1,1,1,1,0,1,0,0,1,0
